coat	3			
cock	3			
code	2			
coffee	3			
coil	2			
coin	2			
cold	3			
collapse	1			
collar	2			
colleague	1			
collect	2	lect		
collection	2	lect		
collective	1	lect		
college	2			
collision	1			
colonel	2			
colony	1			
color	3			
column	1			
comb	3			
combination	1			
combine	2			
come	3			
comfort	2	fort		
comfortable	2	fort		
command	2			
commander	1			
comment	2	ment		
commerce	1			
commercial	1			
commission	1	mit		
commit	1	mit		
committee	2	mit		
common	3			
commonly	2			
communicate	2			
communication	2			
communism	1			
communist	1			
community	2			
companion	1			
company	2			
comparative	1	par		
compare	2	par		
comparison	2	par		
compass	1			
compel	1	pel		
compete	2	pet		
competent	1	pet		
competition	2	pet		
compile	1			
complain	2			
complaint	1			
complete	2	ple		
completely	2	ple		
complex	2	plic		
complicate	1	plic		
complicated	2	plic		
component	1	pon		
compose	1	pon		
composition	1	pon		
compound	1	pon		
comprehension	1	prehend		
comprehensive	1	prehend		
compress	1			
comprise	1			
compromise	1			
compute	1			
computer	3			
comrade	2			
conceal	1			
concentrate	2			
concentration	1			
concept	2	cap		
concern	2	cern		
concerning	1	cern		
concert	2			
conclude	2	clud		
conclusion	2	clud		
concrete	1	creas		
condemn	1			
condense	1			
condition	2	dic		
conduct	2	duc		
conductor	2	duc		
conference	1	fer		
confess	1			
confidence	2	fid		
confident	2	fid		
confine	1	fin		
confirm	2	firm		
conflict	1			
confuse	2	fus		
confusion	1	fus		
congratulate	1	grat		
congratulation	1	grat		
congress	1	grad		
conjunction	1	junct		
connect	2			
connection	2			
conquer	1	quir		
conquest	1	quir		
conscience	1	sci		
conscious	2	sci		
consciousness	1	sci		
consent	1	sens		
consequence	2	sequ		
consequently	1	sequ		
conservation	1	serv		
conservative	1	serv		
consider	2			
considerable	1			
considerate	1			
consideration	1			
consist	1	sist		
consistent	1	sist		
constant	2	sist		
constitution	1	sist		
construct	1	stru		
construction	1	stru		
consult	1			
consume	1	sum		
consumption	1	sum		
contact	2	tach		
contain	2	tain		
container	1	tain		
contemporary	1	temp		
contempt	1			
content	2	tain		
contest	1	test		
continent	2	tain		
continual	1	tain		
continue	2	tain		
continuous	2	tain		
contract	2	tract		
contradiction	1	dic		
contrary	2			
contrast	2			
contribute	2	trib		
control	2			
convenience	2	ven		
convenient	2	ven		
convention	1	ven		
conventional	1	ven		
conversation	2	vert		
conversely	1	vert		
conversion	1	vert		
convert	1	vert		
convey	1	vi		
convince	2	vinc		
cook	3			
cool	3			
cooperate	2	oper		
coordinate	1	ord		
cope	1			
copper	2			
copy	3			
cord	2			
cordial	1			
core	2			
corn	3			
corner	3			
corporation	1	corp		
correct	2	reg		
correction	1	reg		
correspond	1			
correspondent	1			
corresponding	1			
corridor	1	cur		
cost	3			
costly	1			
cottage	1			
cotton	3			
cough	3			
could	3			
council	1			
