kill	3			
kilogram	3	graph		
kilometer	3	meter		
kind	3			
kindness	3			
king	3			
kingdom	3			
kiss	3			
kitchen	3			
kite	3			
knee	3			
kneel	3			
knife	3			
knit	3			
knob	3			
knock	3			
knot	3			
know	3			
knowledge	3			
lab	3			
label	2			
laboratory	2	labor		
labour	2	labor		
lace	2			
lack	2			
ladder	3			
lady	3			
lag	1			
lake	3			
lamb	3			
lame	1			
lamp	3			
land	3			
landing	3			
landlady	2			
landlord	3			
lane	2			
language	2	lingu		
lantern	2			
lap	3			
large	3			
largely	3			
laser	2			
last	3			
late	3			
lately	3			
later	3			
Latin	2			
latter	2			
laugh	3			
laughter	3			
launch	2			
laundry	2			
lavatory	1			
law	3			
lawn	2			
lawyer	3			
lay	3			
layer	3			
layout	2			
lazy	3			
lead	3			
leader	3			
leadership	2			
leading	2			
leaf	3			
league	2			
leak	2			
lean	2			
leap	2			
learn	3			
learned	2			
learning	3			
least	3			
leather	3			
leave	3			
lecture	2	lect		
left	3			
leg	3			
legal	2			
legend	2	lect		
leisure	2			
lemon	3			
lend	3			
length	3			
lens	2			
less	3			
lessen	2			
lesson	3	lect		
lest	1			
let	3			
letter	3	liter		
level	3			
lever	2	lev		
liable	1			
liar	2			
liberal	2	liber		
liberate	2	liber		
liberation	2	liber		
liberty	2	liber		
librarian	2			
library	3			
license	2			
lick	3			
lid	3			
lie	3			
lieutenant	1			
life	3			
lifetime	3			
lift	3			
light	3			
lighten	3			
lightly	3			
lightning	3			
like	3			
likely	3			
likewise	2			
limb	2			
lime	1			
limit	2			
limitation	2			
limited	2			
line	3			
linen	1			
liner	1			
link	3			
lion	3			
lip	3			
liquid	2			
liquor	1			
list	3			
listen	3			
listener	3			
liter	2			
literary	2	liter		
literature	2	liter		
little	3			
live	3			
lively	3			
liver	3			
living	3			
living-room	3			
load	2			
loaf	2			
loan	2			
local	2	loc		
locate	2	loc		
location	2	loc		
lock	3			
locomotive	1	loc	loc,mob	loc(地方)+mob(移动)，从一地移到另一地
lodge	1			
log	2			
logic	2	log		
logical	2	log		
lonely	3			
long	3			
look	3			
loop	2			
loose	3			
loosen	2			
lord	2			
lorry	2			
lose	3			
loss	2			
lot	3			
loud	3			
loudspeaker	2			
love	3			
lovely	3			
lover	3			
low	3			
lower	3			
loyal	2			
loyalty	2			
luck	3			
lucky	3			
