electrical	2			
electricity	2			
electron	2			
electronic	2			
electronics	2			
element	2			
elementary	2			
elephant	3			
elevator	2	lev		
eleven	3			
eleventh	3			
eliminate	2			
elimination	2			
else	3			
elsewhere	2			
embarrass	1			
embrace	1			
emerge	2	merg		
emergency	2	merg		
emit	1	mit		
emotion	2	mob		
emotional	2	mob		
emperor	1			
emphasis	2			
emphasize	2			
empire	1			
employ	2	plic		
employee	2	plic		
employer	2	plic		
employment	2	plic		
empty	3			
enable	2			
enclose	1	clud		
encounter	1			
encourage	2			
end	3			
ending	3			
endless	2			
endure	1	dur		
enemy	3			
energy	3			
enforce	1	fort		
engage	1			
engine	3	gen		
engineer	3	gen		
engineering	3	gen		
England	3			
English	3			
Englishman	3			
enjoy	3			
enlarge	1			
enormous	1			
enough	3			
ensure	1			
enter	3			
entertain	1	tain		
enthusiasm	1			
enthusiastic	1			
entire	2			
entitle	1			
entrance	2			
entry	2			
envelope	2			
environment	2			
envy	1	vid		
equal	2	equ		
equality	1	equ		
equation	1	equ		
equip	1			
equipment	2			
equivalent	1	equ	equ,val	equ(相等)+val(价值)
era	1			
erect	1	reg		
error	2	err		
escape	3			
especially	2	spec		
essay	1			
essential	2			
establish	2	sist		
establishment	1	sist		
estimate	2			
Europe	3			
European	3			
evaluate	1	val		
evaporate	1			
eve	1			
even	3			
evening	3			
event	2	ven		
eventually	2	ven		
ever	3			
every	3			
everybody	3			
everyday	3			
everyone	3			
everything	3			
everywhere	3			
evidence	2	vid		
evident	1	vid		
evil	2			
evolution	1	volv		
evolve	1	volv		
exact	2	act		
exactly	2	act		
exaggerate	1			
exam	3			
examination	2			
examine	2			
example	3			
exceed	1	ced		
exceedingly	1	ced		
excellent	2			
except	2	cap		
exception	2	cap		
excess	1	ced		
excessive	1	ced		
exchange	2			
excite	1	cit		
exciting	2	cit		
exclaim	1	claim		
exclude	1	clud		
exclusively	1	clud		
excursion	1	cur		
excuse	3			
execute	1	sequ		
executive	1	sequ		
exercise	3			
exert	1			
exhaust	1			
exhibit	1	hab		
exhibition	1	hab		
exist	1	sist		
existence	1	sist		
exit	2			
expand	2			
expansion	1			
expect	2	spec		
expectation	1	spec		
expense	1	pend		
expensive	3	pend		
experience	3			
experiment	2			
experimental	1			
expert	2			
explain	3			
explanation	2			
explode	2			
exploit	1	plic		
explore	2			
explosion	1			
explosive	1			
export	2	port		
expose	1	pon		
exposure	1	pon		
express	2			
expression	2			
extend	1	tend		
extension	1	tend		
extensive	1	tend		
extent	1	tend		
exterior	1			
external	1			
extra	2			
extraordinary	1	ord		
extreme	2			
extremely	2			
eye	3			
eyesight	2			
fable	1			
fabric	1			
face	3			
facility	1	fac		
fact	3	fac		
factor	2	fac		
factory	3	fac		
faculty	1	fac		
