fresh	2			
friction	1			
Friday	3			
fridge	3			
friend	3			
friendly	3			
friendship	3			
frighten	2			
frog	3			
from	3			
front	3			
frontier	1			
frost	2			
frown	2			
fruit	3			
fruitful	2			
fry	3			
fuel	2			
fulfil	2			
full	3			
fun	3			
function	2			
fund	1	fund		
fundamental	1	fund		
funeral	2			
funny	3			
fur	2			
furious	1			
furnace	1			
furnish	1			
furniture	2			
further	2			
furthermore	1			
future	2			
gain	2			
gallery	1			
gallon	1			
game	3			
gang	2			
gap	2			
garage	2			
garbage	1			
garden	3			
gardener	2			
gas	3			
gaseous	1			
gasoline	2			
gasp	1			
gate	3			
gather	3			
gauge	1			
gay	2			
gaze	2			
general	2	gen		
generally	2	gen		
generate	1	gen		
generation	2	gen		
generator	1	gen		
generous	2	gen		
genius	1	gen		
gentle	2			
gentleman	2			
gently	2			
genuine	1	gen		
geography	2	geo	geo,graph	geo(地球)+graph(写),地理学即描写地球
geometry	2	geo	geo,meter	geo(土地)+meter(测量),几何源于丈量土地
germ	1			
German	3			
Germany	3			
gesture	1			
get	3			
ghost	3			
giant	2			
gift	3			
girl	3			
give	3			
glad	3			
glance	2			
glare	2			
glass	3			
glide	1			
glimpse	1			
glitter	1			
globe	2			
gloomy	1			
glorious	2			
glory	2			
glove	3			
glow	2			
glue	2			
go	3			
goal	3			
goat	3			
God	3			
gold	3			
golden	3			
golf	2			
good	3			
goodbye	3			
goodness	3			
goods	2			
goose	3			
govern	1			
government	2			
governor	1			
gown	1			
grace	1	grat		
graceful	1	grat		
gracious	1	grat		
grade	2	grad		
gradual	1	grad		
gradually	2	grad		
graduate	2	grad		
grain	2			
gramme	1			
grammar	2	graph		
grammatical	1	graph		
grand	2			
granddaughter	3			
grandfather	3			
grandmother	3			
grandson	3			
grant	1			
grape	3			
graph	1	graph		
grasp	2			
grass	3			
grateful	2	grat		
gratitude	1	grat		
grave	2	grav		
gravity	1	grav		
gray	3			
great	3			
greatly	3			
greedy	2			
Greek	3			
green	3			
greenhouse	3			
greet	3			
greeting	2			
grey	3			
grieve	1			
grind	2			
grip	2			
groan	1			
grocer	1			
grocery	1			
gross	1			
ground	3			
group	3			
grow	3			
growth	2			
guarantee	1			
guard	2			
guess	3			
guest	3			
guidance	1			
guide	2			
guilty	2			
gulf	1			
gum	2			
gun	3			
gunpowder	1			
gymnasium	1			
habit	2	hab		
habitual	1	hab		
hair	3			
haircut	3			
half	3			
hall	3			
halt	1			
hamburger	3			
hammer	2			
hand	3			
handful	2			
handkerchief	2			
