count	3			
counter	2			
country	3			
countryside	3			
county	2			
couple	2			
courage	2			
course	3	cur		
court	2			
cousin	3			
cover	3			
cow	3			
coward	2			
crack	2			
craft	2			
crane	2			
crash	2			
crawl	2			
crazy	2			
cream	3			
create	2	creas		
creative	2	creas		
creature	2	creas		
credit	2	cred		
creep	2			
crew	2			
cricket	1			
crime	2	cern		
criminal	2	cern		
cripple	1			
crisis	2	cern		
critic	2	cern		
critical	2	cern		
criticism	2	cern		
criticize	2	cern		
crop	3			
cross	3			
crow	2			
crowd	3			
crown	2			
crude	2			
cruel	2			
crush	2			
crust	1			
cry	3			
crystal	2			
cube	2			
cubic	1			
cucumber	3			
cultivate	2			
culture	2			
cunning	1			
cup	3			
cupboard	3			
cure	2	cur		
curiosity	2	cur		
curious	2	cur		
curl	2			
current	2	cur		
curse	2			
curtain	3			
curve	2			
cushion	1			
custom	2			
customer	2			
cut	3			
cycle	2	circ		
daily	3			
dairy	2			
dam	2			
damage	2			
damp	2			
dance	3			
danger	3			
dangerous	3			
dare	3			
daring	2			
dark	3			
darling	2			
dash	2			
data	2	don		
date	3	don		
daughter	3			
dawn	2			
day	3			
daylight	3			
dead	3			
deadly	2			
deaf	3			
deal	3			
dear	3			
death	3			
debate	2			
debt	2			
decade	2			
decay	2	cad		
deceit	1	cap		
deceive	2	cap		
December	3			
decent	2			
decide	2	cid		
decision	2	cid		
deck	2			
declare	2	clar		
decorate	2			
decrease	2	creas		
deduce	2	duc		
deed	2			
deep	3			
deepen	2			
deer	3			
defeat	2	fac		
defect	2	fac		
defence	2			
defend	2			
define	2	fin		
definite	2	fin		
definitely	2	fin		
definition	2	fin		
degree	3	grad		
delay	2			
delete	2			
delegation	1	lect		
delicate	2			
delicious	3			
delight	2			
deliver	2	liber		
delivery	2	liber		
demand	2			
democracy	2	dem	dem,crat	dem(人民)+crat(统治)，人民做主
democratic	2	dem	dem,crat	dem(人民)+crat(统治)，人民当家
demonstrate	2	mon		
dense	2			
density	2			
deny	2	neg		
depart	2	part		
department	2	part		
departure	2	part		
depend	2	pend		
dependent	2	pend		
deposit	2	pon		
depress	2			
depth	2			
derive	2			
descend	2			
describe	2	scrib		
description	2	scrib		
desert	2			
deserve	2	serv		
design	2	sign		
desirable	2			
desire	2			
desk	3			
despair	2	sper		
desperate	2	sper		
despise	1	spec		
despite	2	spec		
destination	2			
destroy	2	stru		
destruction	2	stru		
detail	2			
detect	2	tect		
detection	2	tect		
determination	2	termin		
determine	2	termin		
develop	2			
development	2			
device	2			
devil	2			
devise	2			
devote	2			
dew	1			
diagram	2	graph		
dial	2			
dialect	2	lect		
dialog	2	log		
