handle	2			
handsome	2			
handwriting	2			
handy	2			
hang	3			
happen	3			
happiness	3			
happy	3			
harbour	2			
hard	3			
harden	2			
hardly	2			
hardship	2			
hardware	2			
hare	2			
harm	2			
harmful	2			
harmony	1			
harness	1			
harsh	1			
harvest	2			
haste	1			
hasten	1			
hasty	2			
hat	3			
hatch	1			
hate	3			
hateful	2			
hatred	1			
have	3			
hawk	2			
hay	2			
hazard	1			
he	3			
head	3			
headache	3			
heading	2			
headline	2			
headmaster	2			
headquarters	1			
heal	1			
health	3			
healthy	3			
heap	1			
hear	3			
heart	3			
heat	3			
heating	2			
heaven	2			
heavily	2			
heavy	3			
hedge	1			
heel	1			
height	2			
heir	1			
helicopter	1			
hell	2			
hello	3			
helmet	1			
help	3			
helpful	3			
helpless	2			
hen	2			
hence	1			
her	3			
herd	1			
here	3			
hero	2			
heroic	1			
heroine	1			
hers	3			
herself	3			
hesitate	1			
hi	3			
hide	3			
high	3			
highly	2			
highway	3			
hill	3			
hillside	2			
him	3			
himself	3			
hint	1			
hire	2			
his	3			
historical	1			
history	2			
hit	3			
hobby	2			
hold	3			
hole	3			
holiday	3			
hollow	1			
holy	2			
home	3			
honest	2			
honesty	2			
honey	3			
honeymoon	2			
honour	2			
honourable	1			
hook	2			
hope	3			
hopeful	2			
hopeless	2			
horizon	1			
horizontal	1			
horn	2			
horror	1			
horse	3			
horsepower	1			
hospital	3	hosp		
host	2	hosp		
hostess	2	hosp		
hostile	1			
hot	3			
hotel	3	hosp		
hour	3			
house	3			
household	2			
housewife	2			
how	3			
however	3			
huge	3			
human	2			
humble	1			
humid	1			
humorous	1			
humour	1			
hundred	3			
hunger	3			
hungry	3			
hunt	2			
hurry	3			
hurt	3			
husband	3			
hut	2			
hydrogen	2	hydr	hydr,gen	hydr(水)+gen(产生)，氢气燃烧后只生成水
I	3			
ice	3			
ice-cream	3			
idea	3			
ideal	2			
identical	1	ident		
identify	1	ident		
idiom	2			
idle	2			
i.e	2			
if	3			
ignorant	1	cogn		
ignore	1	cogn		
ill	3			
illegal	1			
illness	3			
illustrate	1	luc		
illustration	2	luc		
image	2			
imaginary	1			
imagination	2			
imagine	2			
imitate	1			
immediate	1	med		
immediately	2	med		
immense	1	meter		
immigrant	1	migr		
impact	1			
impatient	2	pass		
implication	1	plic		
imply	1	plic		
import	1	port		
importance	2	port		
important	2	port		
impose	1	pon		
impossible	2	pot		
impress	1			
impression	1			
