diameter	2	meter		
diamond	3			
diary	3			
dictate	1	dic		
dictation	2	dic		
dictionary	3	dic		
die	3			
differ	2	fer		
difference	3	fer		
different	3	fer		
difficult	3	fac		
difficulty	3	fac		
dig	3			
digest	1			
digital	2			
diligent	1	lect		
dim	1			
dimension	1	meter		
dinner	3			
dip	2			
direct	3	reg		
direction	3	reg		
directly	3	reg		
director	3	reg		
dirt	3			
dirty	3			
disable	2			
disadvantage	2			
disagree	3			
disappear	3	par		
disappoint	2	punct		
disaster	2	astro		
disk	3			
discard	1			
discharge	1			
discipline	1			
disclose	1	clud		
discourage	1			
discover	3			
discovery	3			
discuss	3			
discussion	3			
disease	3			
disguise	1			
disgust	1			
dish	3			
dishonor	2			
dislike	3			
dismiss	2	mit		
disorder	2	ord		
display	2	plic		
disposal	1	pon		
dispose	1	pon		
displease	2	plac		
dispute	1			
dissatisfy	2	fac		
dissolve	1	solv		
distance	3	sist		
distant	2	sist		
distinct	1			
distinction	1			
distinguish	1			
distress	1	string		
distribute	1	trib		
distribution	1	trib		
district	2	string		
disturb	2	turb		
ditch	1			
dive	2			
diverse	1	vert		
divide	2			
division	2			
divorce	2	vert		
do	3			
dock	1			
doctor	3	doc		
document	2	doc		
dog	3			
dollar	3			
domestic	1	domin		
donkey	3			
door	3			
dorm	2	dorm		
dormitory	2	dorm		
dose	2			
dot	3			
double	3			
doubt	3			
doubtful	2			
doubtless	2			
down	3			
downstairs	3			
downward	2			
dozen	3			
draft	1			
drag	2			
dragon	3			
drain	1			
drama	2			
dramatic	1			
draw	3			
drawer	3			
drawing	3			
dread	1			
dream	3			
dress	3			
drift	1			
drill	2			
drink	3			
drip	1			
drive	3			
driver	3			
drop	3			
drought	1			
drown	1			
drug	3			
drum	3			
drunk	2			
dry	3			
duck	3			
due	2			
dull	1			
dumb	2			
dump	1			
durable	1	dur		
duration	1	dur		
during	3	dur		
dusk	1			
dust	3			
duty	3			
dwelling	1			
dye	1			
dying	2			
dynamic	1	dynam		
each	3			
eager	2			
eagle	3			
ear	3			
early	3			
earn	2			
earnest	1			
earth	3			
earthquake	2			
ease	2			
easily	3			
east	3			
eastern	3			
easy	3			
eat	3			
echo	2			
economic	2	nom		
economical	1	nom		
economy	2	nom		
edge	3			
edition	2	don		
editor	2	don		
educate	3	duc		
education	3	duc		
effect	2	fac		
effective	1	fac		
efficiency	1	fac		
efficient	1	fac		
effort	2	fort		
egg	3			
eight	3			
eighteen	3			
eighth	3			
eighty	3			
either	3			
elaborate	1	labor		
elastic	1			
elbow	3			
elder	2			
elect	2	lect		
election	2	lect		
electric	3			
