robber	2			
robbery	2			
robe	1			
robot	3			
rock	3			
rocket	2			
rod	1			
role	2			
roll	3			
roller	2			
Roman	2			
romantic	2			
roof	3			
room	3			
root	3			
rope	3			
rose	3			
rot	1			
rotary	1			
rotate	1			
rotation	1			
rotten	2			
rough	2			
roughly	2			
round	3			
rouse	1			
route	2			
routine	1			
row	3			
royal	1	reg		
rub	2			
rubber	2			
rubbish	2			
rude	2			
rug	1			
ruin	2			
rule	3	reg		
ruler	3	reg		
rumour	1			
run	3			
runner	3			
rural	1			
rush	2			
Russian	2			
rust	1			
rusty	2			
sack	2			
sacred	1	sacr		
sacrifice	1	sacr	sacr,fac	sacr(神圣)+fac(做)
sad	3			
saddle	1			
sadly	2			
sadness	2			
safe	3			
safely	3			
safety	3			
sail	2			
sailor	2			
saint	1	sacr		
sake	1			
salad	2			
salary	2			
sale	3			
salesman	2			
salt	3			
salute	1			
same	3			
sample	2			
sand	3			
sandwich	3			
sandy	2			
satellite	1			
satisfaction	2	fac		
satisfactory	1	fac		
satisfy	2	fac		
Saturday	3			
sauce	2			
saucer	1			
sausage	1			
save	3			
saving	2			
saw	3			
say	3			
scale	2			
scan	2			
scar	1			
scarce	1			
scarcely	1			
scare	2			
scarf	2			
scatter	1			
scene	2			
scenery	1			
scent	1	sens		
schedule	2			
scheme	1			
scholar	2			
scholarship	2			
school	3			
science	3	sci		
scientific	2	sci		
scientist	3	sci		
scissors	2			
scold	1			
scope	2	scop		
score	3			
scorn	1			
scout	1			
scrape	1			
scratch	2			
scream	2			
screen	2			
screw	1			
sea	3			
seal	2			
seaman	1			
seaport	1			
search	2			
season	3			
seat	3			
second	3	sequ		
secondary	2	sequ		
secondly	2	sequ		
secret	3	cern		
secretary	2	cern		
section	2	sec		
secure	2	cur		
security	2	cur		
see	3			
seed	3			
seek	2			
seem	3			
seize	1			
seldom	2			
select	2	lect		
selection	2	lect		
self	3			
selfish	2			
sell	3			
seller	2			
semester	1			
semiconductor	1	duc		
senate	1			
send	3			
senior	1			
sense	2	sens		
sensible	1	sens		
sensitive	2	sens		
sentence	3	sens		
separate	2	par		
separately	2	par		
separation	2	par		
September	3			
sequence	1	sequ		
series	2			
serious	3			
seriously	3			
servant	1	serv		
serve	3	serv		
service	3	serv		
session	1	sed		
set	3			
setting	2			
settle	2			
settlement	1			
seven	3			
seventeen	3			
seventh	3			
seventy	3			
several	3			
severe	1			
severely	2			
sew	2			
