often	3			
oh	3			
oil	3			
okay	3			
old	3			
omit	1	mit		
on	3			
once	3			
one	3			
oneself	3			
onion	1			
only	3			
onto	3			
open	2			
opening	2			
opera	1	oper		
operate	2	oper		
operation	2	oper		
operational	1	oper		
operator	1	oper		
opinion	2	opt		
opponent	1	pon		
opportunity	2	port		
oppose	2	pon		
opposite	2	pon		
oppress	1			
optical	1	opt		
optimistic	1	opt		
option	1	opt		
optional	1	opt		
or	3			
oral	1	ora		
orange	3			
orbit	2			
orchestra	1			
order	3	ord		
orderly	1	ord		
ordinary	2	ord		
ore	1			
organ	2			
organic	2			
organism	1			
organization	2			
organize	2			
oriental	1			
origin	2			
original	2			
ornament	1			
orphan	1			
other	3			
otherwise	3			
ought	2			
ounce	1			
our	3			
ours	3			
ourselves	3			
out	3			
outcome	3			
outdoor	3			
outdoors	2			
outer	3			
outlet	1			
outline	2			
outlook	2			
output	2			
outset	1			
outside	3			
outskirt	1			
outstanding	2			
outward	3			
outwards	2			
oven	2			
over	3			
overall	2			
overcoat	1			
overcome	2			
overhead	1			
overlook	1			
overnight	1			
overseas	1			
overtake	1			
overtime	1			
owe	2			
owl	1			
own	3			
owner	3			
ownership	1			
ox	1			
pace	2			
pacific	1	pac		
pack	3			
package	2			
packet	1			
pad	2			
page	3			
pail	1			
pain	2			
painful	2			
paint	3			
painter	3			
painting	3			
pair	3			
palace	3			
pale	2			
palm	2			
pan	1			
panda	2			
pane	1			
panel	1			
pant	1			
paper	3			
parade	1			
paradise	1			
paragraph	2	graph		
parallel	2	par	par,alter	par(并列)+alter(其他)，彼此并列相似
parcel	1	part		
pardon	1	don		
parent	2	par		
park	3			
parliament	1	par		
part	3	part		
partial	2	part		
partially	1	part		
participate	1	cap	part,cap	part(部分)+cip(拿)，拿一份即参与
particle	1	part		
particular	2	part		
particularly	2	part		
partly	2	part		
partner	2	part		
party	2	part		
pass	3			
passage	2			
passenger	1			
passion	2	pass		
passive	1	pass		
passport	1	port	pass,port	pass(通过)+port(港口)，过港凭证
past	3			
paste	1			
pastime	1			
pat	2			
patch	1			
path	3	pass		
patience	1	pass		
patient	2	pass		
pattern	2	pater		
pause	2			
pave	1			
pavement	1			
paw	1			
pay	3			
payment	2			
pea	2			
peace	2	pac		
peaceful	2	pac		
peach	1			
peak	2			
pear	2			
pearl	1			
peasant	1			
pebble	1			
peculiar	1			
peel	2			
peep	1			
pen	3			
pencil	3			
penetrate	1	pen		
peninsula	1	pen		
penny	1			
pension	1	pend		
people	3	popul		
pepper	2			
per	2			
perceive	1	cap		
percent	2	cent		
percentage	2	cent		
perfect	2	fac		
