perfectly	2	fac		
perform	2	form		
performance	2	form		
perfume	2			
perhaps	3			
period	2			
permanent	2			
permanently	2			
permission	2	mit		
permit	2	mit		
persist	2	sist		
person	3			
personal	2			
personnel	1			
perspective	1	spec		
persuade	2			
pessimistic	1			
pet	3			
petrol	2			
petroleum	1			
phase	2			
phenomenon	1			
philosopher	1	phil	phil,soph	phil(爱)+soph(智慧)
philosophy	1	phil	phil,soph	phil(爱)+soph(智慧)
phone	2	phon		
photograph	2	photo	photo,graph	photo(光)+graph(写)，用光写下的图
photographic	2	photo	photo,graph	photo(光)+graph(写)
phrase	2			
physical	2			
physician	1			
physicist	2			
physics	2			
piano	2			
pick	3			
picnic	2			
picture	3			
pie	3			
piece	3			
pierce	2			
pig	3			
pigeon	2			
pile	2			
pill	2			
pillar	2			
pillow	3			
pilot	2			
pin	3			
pinch	2			
pine	2			
pink	3			
pint	2			
pioneer	2			
pipe	3			
pipeline	2			
pistol	2			
pit	3			
pitch	2			
pity	2			
place	3			
plain	2			
plan	3			
plane	2			
planet	2			
plant	3			
plantation	1			
plaster	1			
plastic	2			
plate	2			
platform	2	form		
play	3			
player	3			
playground	3			
pleasant	2	plac		
please	3	plac		
pleasure	2	plac		
plentiful	2	ple		
plenty	2	ple		
plot	2			
plough	2			
pluck	1			
plug	2			
plunge	1			
plural	2			
plus	3			
P.M	3			
pocket	3			
poem	2			
poet	2			
poetry	2			
point	3	punct		
poison	2			
poisonous	2			
pole	2			
police	2			
policeman	3			
policy	2	polit		
polish	2			
polite	2			
political	2	polit		
politician	1	polit		
politics	2	polit		
pollute	2			
pollution	2			
pond	3			
pool	3			
poor	3			
pop	3			
popular	2	popul		
population	2	popul		
porch	1			
pork	3			
porridge	2			
port	2			
portable	2	port		
porter	1	port		
portion	1			
portrait	2	tract		
Portuguese	3			
position	2	pon		
positive	2	pon		
possess	2	pot	pot,sed	pot(能力)+sed(坐)，能坐在财物上就是占有
possession	2	pot	pot,sed	pot(能力)+sed(坐)
possibility	2	pot		
possible	2	pot		
possibly	2	pot		
post	2			
postage	1			
postman	3			
postpone	1	pon		
pot	3			
potato	3			
potential	1	pot		
pound	3			
pour	2			
poverty	1			
powder	2			
power	2	pot		
powerful	2	pot		
practical	2			
practically	2			
practice	2			
practise	2			
praise	2			
pray	2			
prayer	2			
precaution	1			
preceding	1	ced		
precious	2			
precise	1	cid		
precision	1	cid		
predict	1	dic		
preface	1			
prefer	2	fer		
preferable	1	fer		
preference	2	fer		
prejudice	1	jud		
preliminary	1			
premier	1	prim		
preparation	2	par		
prepare	2	par		
preposition	2	pon		
prescribe	1	scrib		
presence	1			
present	2			
presently	2			
preserve	1	serv		
president	1	sed		
press	2			
pressure	2			
pretend	1	tend		
pretty	3			
prevail	1	val		
prevent	2	ven		
previous	2	vi		
previously	2	vi		
price	3			
