apart	3	part		
apartment	3	part		
apologize	3	log		
apology	3	log		
apparatus	1	par		
apparent	2	par		
appeal	2			
appear	3	par		
appearance	2	par		
appetite	2	pet		
apple	3			
appliance	1	plic		
applicable	1	plic		
application	2	plic		
apply	2	plic		
appoint	2			
appointment	2			
appreciate	2	grat		
approach	2			
appropriate	2	propri		
approval	2	prob		
approve	2	prob		
approximate	1			
approximately	1			
april	3			
arabian	3			
arbitrary	1			
architecture	1	arch	arch,tect	arch(首领)+tect(覆盖)，建筑师即首领之匠
area	3			
argue	2			
argument	2			
arise	2			
arithmetic	1			
arm	3			
army	3			
around	3			
arouse	2			
arrange	2			
arrangement	2			
arrest	2			
arrival	2			
arrive	2			
arrow	3			
art	3			
article	3			
artificial	1	fac		
artist	3			
artistic	3			
as	3			
ash	3			
ashamed	3			
asia	3			
asian	3			
aside	3			
ask	3			
asleep	3			
aspect	1	spec		
assemble	1	sembl		
assembly	1	sembl		
assess	1	sed		
assign	2	sign		
assignment	2	sign		
assist	2	sist		
assistant	2	sist		
associate	2	soci		
association	2	soci		
assume	2	sum		
assure	1			
astonish	1			
astronaut	1	astro	astro,nav	astro(星)+nav(船)，驾船航星的人
at	3			
athlete	1			
atlantic	2			
atmosphere	2			
atmospheric	2			
atom	2			
atomic	2			
attach	2			
attack	2			
attain	2	tain		
attempt	2			
attend	2	tend		
attention	2	tend		
attentive	2	tend		
attitude	2			
attract	2	tract		
attraction	2	tract		
attractive	2	tract		
attribute	2	trib		
audience	2			
august	3			
aunt	3			
aural	1			
australia	3			
australian	3			
author	2			
authority	2			
auto	1	auto		
automatic	1	auto		
automation	1	auto		
automobile	1	auto	auto,mob	auto(自己)+mob(移动)，自己会动的车
autumn	3			
auxiliary	1			
available	2	val		
avenue	2	ven		
average	2			
aviation	1			
avoid	2			
await	2			
awake	3			
award	2			
aware	3			
away	3			
awful	3			
awfully	3			
awkward	1			
ax	3			
axis	1			
baby	3			
back	3			
background	3			
backward	3			
bacteria	1			
bad	3			
badly	3			
badminton	2			
bag	3			
baggage	2			
bake	3			
balance	2			
ball	3			
balloon	2			
banana	3			
band	3			
bang	3			
bank	3			
banner	2			
bar	3			
barber	2			
bare	2			
bargain	2			
bark	3			
barn	1			
barrel	2			
barrier	2			
base	2			
basic	2			
basically	2			
basin	3			
basis	2			
basket	3			
basketball	3			
bat	3			
bath	3			
bathe	3			
bathroom	3			
battery	2			
battle	3			
bay	2			
B.C	3			
be	3			
beach	3			
beam	2			
bean	3			
bear	3			
beard	2			
beast	2			
beat	3			
beautiful	3			
beauty	2			
because	3			
become	3			
bed	3			
bee	3			
beef	3			
beer	3			
